,APINO,COMPANY,YR,JAN_OIL,JAN_GAS,JAN_WATER,JAN_DAYS,FEB_OIL,FEB_GAS,FEB_WATER,FEB_DAYS,MAR_OIL,MAR_GAS,MAR_WATER,MAR_DAYS,APR_OIL,APR_GAS,APR_WATER,APR_DAYS,MAY_OIL,MAY_GAS,MAY_WATER,MAY_DAYS,JUN_OIL,JUN_GAS,JUN_WATER,JUN_DAYS,JUL_OIL,JUL_GAS,JUL_WATER,JUL_DAYS,AUG_OIL,AUG_GAS,AUG_WATER,AUG_DAYS,SEP_OIL,SEP_GAS,SEP_WATER,SEP_DAYS,OCT_OIL,OCT_GAS,OCT_WATER,OCT_DAYS,NOV_OIL,NOV_GAS,NOV_WATER,NOV_DAYS,DEC_OIL,DEC_GAS,DEC_WATER,DEC_DAYS,API_RES,ResCode,Reservoir
64667,527429,DENBURY ONSHORE LLC,1995,7173,1835,0,31,6531,1289,0,28,6927,1540,0,31,7186,1437,0,30,6979,1553,0,31,6442,1442,0,30,6038,1307,0,31,6001,1161,0,31,6192,1368,0,30,6055,1463,0,31,6288,1741,0,30,6569,1812,0,31,527429811,811,SHANNON
64668,527429,DENBURY ONSHORE LLC,1996,6818,2072,0,31,6385,1758,0,29,6400,1704,0,29,7038,1882,0,30,6573,1744,0,31,5675,1296,0,30,5888,1340,22,31,6484,1578,66,31,6588,2159,88,30,4116,1331,58,19,5356,1525,0,20,8474,2225,72,31,527429811,811,SHANNON
64669,527429,DENBURY ONSHORE LLC,1997,7709,2122,58,31,6228,1557,55,28,6989,1844,58,31,6435,1721,27,30,6715,1924,40,31,6560,1662,108,30,6488,1468,150,31,6004,1667,136,31,5814,1587,135,30,6633,2090,556,31,5446,1377,157,30,5737,1543,232,31,527429811,811,SHANNON
64670,527429,DENBURY ONSHORE LLC,1998,5748,1509,324,31,5162,1363,205,28,4738,1278,222,28,5025,1386,96,30,5885,1521,146,31,5788,1615,199,30,5893,1622,317,31,5846,1530,288,31,6094,1610,312,30,6528,1531,230,31,5981,1486,162,30,5736,1491,0,31,527429811,811,SHANNON
64671,527429,DENBURY ONSHORE LLC,1999,5689,1354,317,26,5966,1464,248,28,6723,1638,308,31,6873,1686,410,30,6761,1660,328,31,6143,1229,354,30,6231,1606,485,31,4301,1123,277,25,6360,1534,478,30,6211,1278,593,31,5313,1329,462,30,5455,1314,671,31,527429811,811,SHANNON
64672,527429,DENBURY ONSHORE LLC,2000,5444,1435,532,31,5102,1424,526,29,4840,1424,534,30,4679,1314,619,29,4639,1262,506,31,4364,1161,0,30,4973,1240,0,31,4570,1123,928,31,4296,1220,736,30,4123,1778,714,31,4258,1118,904,30,4188,1144,768,31,527429811,811,SHANNON
64673,527430,DENBURY ONSHORE LLC,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570,1158,50,30,2535,626,21,21,2260,633,0,30,2137,641,0,31,2032,504,0,29,1705,1121,19,29,1784,1026,24,30,1979,879,26,31,527430811,811,SHANNON
64674,527430,DENBURY ONSHORE LLC,1985,2055,915,27,31,1702,525,0,28,1905,423,0,27,1564,459,0,30,1881,554,24,31,1490,384,43,29,736,289,0,31,2444,577,49,31,2003,542,118,30,1868,652,0,31,1720,411,21,27,1939,604,0,31,527430811,811,SHANNON
64675,527430,DENBURY ONSHORE LLC,1986,1601,521,26,31,1323,493,21,27,1463,398,22,31,1441,338,0,30,1522,434,0,31,1561,388,0,30,1384,369,0,31,1568,367,0,31,1399,349,0,28,1820,470,0,31,1737,169,0,30,1699,347,0,31,527430811,811,SHANNON
64676,527430,DENBURY ONSHORE LLC,1987,1591,212,0,31,1144,405,0,28,1292,580,147,31,1363,684,0,30,1494,556,0,31,1413,407,0,30,1125,442,0,31,1278,438,0,31,1364,580,28,30,1365,749,28,31,1368,306,0,30,1333,456,0,31,527430811,811,SHANNON
64677,527430,DENBURY ONSHORE LLC,1988,1460,468,0,31,1216,411,0,29,1416,449,0,31,1457,480,0,30,1449,497,6,31,1162,747,0,30,1554,600,6,31,1367,469,6,31,1386,601,10,30,1544,666,5,31,2079,364,5,30,1361,665,9,31,527430811,811,SHANNON
64678,527430,DENBURY ONSHORE LLC,1989,1413,707,16,31,1079,512,15,27,1984,745,12,30,1775,637,137,30,1548,277,1097,31,1524,205,1227,30,1524,487,1845,31,1781,232,1490,30,1451,216,1225,30,1200,167,1455,31,1666,223,1256,30,1562,194,262,31,527430811,811,SHANNON
64679,527430,DENBURY ONSHORE LLC,1990,1629,301,288,31,1178,386,535,28,1138,389,802,31,810,291,1101,30,847,338,1167,31,733,275,660,27,663,175,53,26,661,191,403,31,268,198,4202,30,367,216,5544,31,497,214,1498,30,494,406,2633,31,527430811,811,SHANNON
64680,527430,DENBURY ONSHORE LLC,1991,422,608,0,31,329,183,0,21,519,136,694,31,572,194,0,30,533,211,0,31,379,71,492,30,296,136,465,31,423,237,0,31,464,84,564,30,449,131,628,31,469,247,697,27,473,114,669,30,527430811,811,SHANNON
64681,527430,DENBURY ONSHORE LLC,1992,572,270,511,31,409,190,515,29,501,190,469,31,398,77,475,30,390,78,610,31,362,64,501,30,413,101,610,31,388,75,701,31,293,69,557,30,331,71,611,31,409,51,562,30,473,40,380,31,527430811,811,SHANNON
64682,527430,DENBURY ONSHORE LLC,1993,265,31,527,31,210,87,549,28,341,28,588,31,350,81,435,30,359,87,367,31,315,73,299,25,202,41,616,18,337,82,685,31,328,76,550,30,327,72,847,31,370,78,593,30,480,70,722,31,527430811,811,SHANNON
64683,527430,DENBURY ONSHORE LLC,1994,443,79,811,31,168,56,1714,17,520,40,1231,31,389,72,653,30,448,78,1765,31,483,48,441,30,469,51,580,31,310,65,422,31,297,81,530,30,380,69,992,31,388,53,894,30,340,58,834,31,527430811,811,SHANNON
64684,527430,DENBURY ONSHORE LLC,1995,485,96,726,31,390,59,654,28,476,79,816,31,439,81,742,30,450,52,0,23,107,17,0,13,0,0,0,0,163,20,0,23,29,27,0,30,418,75,0,31,437,86,288,30,433,73,438,31,527430811,811,SHANNON
64685,527430,DENBURY ONSHORE LLC,1996,443,57,1092,31,395,67,640,29,407,68,916,31,419,91,826,30,706,70,464,31,559,69,359,30,613,65,372,31,626,66,448,31,311,49,686,30,128,31,521,22,198,44,0,30,472,74,741,30,527430811,811,SHANNON
64686,527430,DENBURY ONSHORE LLC,1997,0,0,0,0,521,50,612,27,688,29,666,31,605,41,618,30,218,27,727,31,209,28,750,30,127,91,857,31,146,75,887,31,507,214,196,30,598,222,350,31,419,69,1104,30,373,66,878,27,527430811,811,SHANNON
64687,527430,DENBURY ONSHORE LLC,1998,0,0,0,0,0,0,0,0,166,29,562,13,81,13,1575,30,99,26,1082,31,306,75,786,30,436,115,768,31,411,109,870,31,344,98,499,30,435,115,293,31,386,130,305,29,0,0,0,0,527430811,811,SHANNON
64688,527430,DENBURY ONSHORE LLC,1999,0,0,0,0,0,0,0,0,12,5,19,1,375,84,761,30,456,115,813,31,389,99,782,30,391,93,1010,31,376,87,686,31,341,72,626,30,36,5,77,3,0,0,0,0,0,0,0,0,527430811,811,SHANNON
64689,527430,DENBURY ONSHORE LLC,2000,199,38,554,21,242,46,778,29,252,60,1006,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527430811,811,SHANNON
64897,527469,DENBURY ONSHORE LLC,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,846,0,5,6941,3609,0,31,5639,4970,0,30,5178,5288,0,31,5013,4834,0,30,4597,4006,0,31,527469811,811,SHANNON
64898,527469,DENBURY ONSHORE LLC,1985,4081,4176,0,31,3971,3361,0,28,3695,2484,0,31,4469,4343,0,29,4881,2566,0,31,4708,2161,0,30,5457,2030,0,31,5581,2151,0,31,5371,2633,0,30,5659,2228,0,30,5889,2140,0,30,6043,1944,0,31,527469811,811,SHANNON
64899,527469,DENBURY ONSHORE LLC,1986,6328,2111,0,31,5685,2324,0,27,6517,2227,0,31,6928,2220,0,30,8234,2120,0,31,8251,2396,0,30,7652,2133,0,30,7953,2041,0,31,8117,2172,0,30,9066,2360,0,31,7908,2324,0,30,10661,2991,0,31,527469811,811,SHANNON
64900,527469,DENBURY ONSHORE LLC,1987,9581,2119,28,31,8395,1869,76,28,9692,2223,0,31,8534,1855,0,30,8419,1237,0,30,9131,1595,0,30,9957,1853,0,30,9922,1493,0,30,9139,1719,27,30,8998,1451,0,31,9075,1648,0,30,8780,1885,0,31,527469811,811,SHANNON
64901,527469,DENBURY ONSHORE LLC,1988,9251,2033,0,31,8903,1479,0,29,9122,1639,0,31,8924,1618,0,29,9280,1810,0,31,9066,1973,0,30,9159,2118,0,31,8338,2097,0,30,8662,2168,0,30,8771,2172,0,31,8321,2651,0,30,9289,2534,27,31,527469811,811,SHANNON
64902,527469,DENBURY ONSHORE LLC,1989,8648,2476,0,31,7334,2359,122,28,8932,2708,135,31,7698,2605,0,29,8385,2320,0,31,7921,2201,0,29,9470,2509,0,31,9477,2008,0,30,9543,2061,0,30,10021,2030,0,31,9020,2166,0,30,9031,1783,0,31,527469811,811,SHANNON
64903,527469,DENBURY ONSHORE LLC,1990,8642,2246,0,31,7271,2065,0,28,6779,1818,0,30,7184,2048,0,30,8654,2236,0,31,7740,1366,0,30,8322,1692,88,31,7494,1678,78,31,7532,1573,672,30,7283,1994,975,31,7172,1631,8,30,7043,1262,376,31,527469811,811,SHANNON
64904,527469,DENBURY ONSHORE LLC,1991,7086,1315,0,31,6331,1461,0,28,6866,1716,147,31,5285,966,0,30,4194,1129,0,31,5895,1034,146,30,5825,1208,151,31,6248,1367,0,31,6016,1398,26,30,6445,1498,109,31,5061,1315,362,30,6519,1919,394,31,527469811,811,SHANNON
64905,527469,DENBURY ONSHORE LLC,1992,6471,1484,401,31,5793,1938,174,29,6493,1955,326,31,6226,1930,481,30,6354,1789,516,31,5700,1668,535,30,5624,1634,608,31,5835,1667,642,31,5555,1350,684,30,5682,1071,631,31,5012,1034,752,30,5216,1634,682,31,527469811,811,SHANNON
64906,527469,DENBURY ONSHORE LLC,1993,3988,658,1331,31,3884,567,773,28,3809,744,690,31,4084,850,837,30,4552,937,1034,31,5019,1229,1235,30,5085,1381,1330,31,4727,1187,1366,31,4639,1375,293,30,4840,1303,1648,31,4489,1120,1222,30,4378,912,1322,31,527469811,811,SHANNON
64907,527469,DENBURY ONSHORE LLC,1994,4340,1129,1135,31,3945,891,1094,28,4551,929,1459,31,3797,881,921,27,4694,1008,1044,31,4210,827,946,30,4441,385,1485,31,4071,949,0,31,4049,1004,1671,30,4212,897,1329,31,3322,660,946,30,3772,773,1538,31,527469811,811,SHANNON
64908,527469,DENBURY ONSHORE LLC,1995,4374,1063,1533,31,3874,733,1328,28,3761,786,1591,31,3434,711,1601,30,3338,788,1784,31,3754,1018,1795,30,3840,1054,1812,31,3799,895,1587,31,3704,905,1621,30,3472,865,1747,31,3282,899,1538,30,3636,1092,1546,31,527469811,811,SHANNON
64909,527469,DENBURY ONSHORE LLC,1996,3514,1145,1777,31,3157,870,1607,29,3352,939,1975,31,3449,946,1690,30,3253,984,2073,31,3200,876,1884,28,3518,935,1878,31,3519,947,1956,31,2910,1016,1619,30,2932,933,1854,31,3307,954,0,30,3071,811,2101,31,527469811,811,SHANNON
64910,527469,DENBURY ONSHORE LLC,1997,2920,791,1651,31,2486,659,1660,28,2881,824,1884,31,2659,801,2088,30,3008,893,1924,31,2500,741,1879,29,2766,687,1956,31,2192,694,1603,31,1280,476,1406,22,61,30,153,2,2834,815,2120,30,3045,871,1828,31,527469811,811,SHANNON
64911,527469,DENBURY ONSHORE LLC,1998,2575,651,2179,27,2964,820,2897,28,2996,965,1702,31,2516,819,1963,28,2466,616,2195,31,2139,715,2424,30,2198,818,2190,31,2501,722,2137,31,2158,634,2954,30,2263,635,2241,31,2322,721,1310,30,2422,796,0,31,527469811,811,SHANNON
64912,527469,DENBURY ONSHORE LLC,1999,2567,785,2396,31,1810,556,1954,26,1696,430,1606,23,73,18,75,1,2388,585,1860,31,1893,500,1925,30,1746,447,2464,29,2459,594,2257,31,1957,473,1839,25,1749,354,2440,31,2220,483,2926,30,2263,501,3344,31,527469811,811,SHANNON
